place_name,rating,review_text,published_at_date,prep,sentiment,review_sentiment
Skirt Steak,1,,2024,,-1,0.0
Skirt Steak,3,"So it is a little deceiving, it is not unlimited Steak just unlimited fries, found that out after the fact, I guess it was kind of obvious...  too good to be true. Food was good I cannot really complain about it, everything as ordered but went in thinking it was all unlimited",2024,deceiv unlimit steak unlimit fri found fact guess kind obviou good true food good complain order think unlimit,0,0.8591
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,5,a bit of a wait at the entrance (approx. 30min) but worth it. The staff is very friendly and smiling. The meat is very good and the unlimited fries are not to be refused. The setting is really nice and the decor goes well with the theme. I recommend.,2024,bit wait entranc approx min worth staff friendli smile meat good unlimit fri refus set nice decor theme recommend,1,0.891
Skirt Steak,3,,2024,,0,0.0
Skirt Steak,5,"They only have 1 Entree, but they make it to perfection. The steak, fries, salad, and peppercorn burnaise were all incredible. I always thought skirt steak was a lesser quality cut, but they perform miracles with it. I highly recommend it!",2024,entre make perfect steak fri salad peppercorn burnais incred thought skirt steak lesser qualiti cut perform miracl highli recommend,1,0.6249
Skirt Steak,5,"I finally had the pleasure of eating here and I was very satisfied. There is always a wait here, but it usually goes quickly. I waited about 20 minutes on a Friday. I sat at the bar and was greeted promptly by the bartender. I was started off with a field greens salad that had a light tart dressing and a strong flavor from fresh dill. The steak comes at 3 temperatures; rare, medium, or well. I went with the rare. The steak was cooked perfectly to rare and had wonderful taste. The bearnaise sauce was the beat Ive had in a long time. Rich and smooth, on the thinner side as it should be. The fries were a perfect thin and crunchy shoe string style. The fries are unlimited, and I was asked if I wanted a refill, which I appreciated. Honestly, youre not going to beat the value. For what youre paying vs. the quality of food. I really feel like you win here. Highly recommended and will be back again. Vegetarian options: None. Parking: Garages in the area. Limited street parking.",2024,final pleasur eat satisfi wait quickli wait minut friday sat bar greet promptli bartend start field green salad light tart dress strong flavor fresh dill steak temperatur rare medium rare steak cook perfectli rare wonder tast bearnais sauc beat ive long time rich smooth thinner side fri perfect thin crunchi shoe string style fri unlimit ask want refil appreci honestli your beat your pay qualiti food feel win highli recommend back vegetarian option park garag area limit street park,1,0.9657
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,5,"Excellent find. Short menu: steak, salad, fries.  Great value for money.",2024,excel find short menu steak salad fri great money,1,0.7964
Skirt Steak,5,"We had dinner here recently on a Sunday night. Knew the one option offering of steak but surprised they offer a wagyu cut as well as a cauliflower steak, if requested. Steak was perfect, fries were good, sauce was okay and the salad was good. Did not have the dessert option. Atmosphere is good, simple in design with bar in the middle. Service was attentive, though it does feel rushed but the premise is likely to turn or flip the tables as often as possible-understandable. Good place to eat a steak but not if you were thinking of lingering.",2024,dinner recent sunday night knew option offer steak surpris offer wagyu cut cauliflow steak request steak perfect fri good sauc salad good dessert option atmospher good simpl design bar middl servic attent feel rush premis turn flip tabl understand good place eat steak think linger,1,0.9217
Skirt Steak,1,All you can eat  fries never came back once. Tiny portions. Poor service. Waste of time and money,2024,eat fri back tini portion poor servic wast time money,-1,-0.4767
Skirt Steak,5,Great food. I been 2 times,2024,great food time,1,0.6249
Skirt Steak,5,"Vegetarian options: Food was delicious and multiple vegetarian option! Parking: We found street parking super close to the location plus there are a handful of parking garages in the area & close to public transportation. Kid-friendliness: My son with Down Syndrome absolutely loved  the fancy fries  and was welcomed. We had a stroller and the accommodations was consumer driven, welcoming, and warm. Wheelchair accessibility: We had a stroller and the accommodations and care was superb.",2024,vegetarian option food delici multipl vegetarian option park found street park super close locat hand park garag area close public transport kid friendli son syndrom absolut love fanci fri welcom stroller accommod consum driven welcom warm wheelchair access stroller accommod care superb,1,0.9661
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,1,,2024,,-1,0.0
Skirt Steak,4,It was a good experience but since the first time that I went the menu price increased too much in my opinion,2024,good experi time menu price increas opinion,1,0.4404
Skirt Steak,4,"The menu is very simple with only 1 option. Which is rare/medium/well done. In my opinion was not a fan of a single option, but I was pleased that their medium is indeed a medium as often places overcook the meat and have it more medium well than medium. So medium is nice cooked with a pink juicy center. Their side options are great, I definitely recommend their spinach, you also have the option to upgrade to garlic bread instead of plain. Overall a fairly decent spot for a steak, with great side options and of course, endless fries.",2024,menu simpl option rare medium opinion fan singl option pleas medium medium place overcook meat medium medium medium nice cook pink juici center side option great recommend spinach option upgrad garlic bread plain fairli decent spot steak great side option endless fri,1,0.9413
Skirt Steak,5,Loved it went to dinner with my cousin and we didnt want to leave Wheelchair accessibility: Ground entry Food : 5/5 |,2024,love dinner cousin didnt leav wheelchair access ground entri food,1,0.6369
Skirt Steak,4,,2024,,1,0.0
Skirt Steak,5,"The softest cut of my life! $45 basic menu: Salad as first course, sliced with green pepper dressing and unlimited fries",2024,softest cut life basic menu salad slice green pepper dress unlimit fri,1,-0.2732
Skirt Steak,1,"I went with high expectations, thinking that the menu was perfect but so far from the reality, you just have 2 option $45 and $65. It s absolutely not worthy. The salad and fries were soooo normal   the steak was so small, I thought that we ordered the kids menu. The service it s the only fine thing in this place, you can find better options for this price tho. Vegetarian options: No.",2024,high expect think menu perfect realiti option absolut worthi salad fri soooo normal steak small thought order kid menu servic fine thing place find option price tho vegetarian option,-1,0.6705
Skirt Steak,3,"To be honest I was excited to try this.. but now I don t feel it worths the money. The people were very kind, but talking about the important, for $45 dollars each I don t recommend it at all .. the portion it s ridiculous, in the picture we ordered 2 services.. It has a good flavor but it s not the best steak and not even a good portion. I feel it was just fries..  and for 45 dollars plus taxes plus drinks plus gratuity you will spend like $75 per person and trust me you can find much better skirt steak in Manhattan with that.. It wasn t a bad experience but again $45 dollars it s too much for the quality and portion you re getting.",2024,honest excit don feel worth money peopl kind talk import dollar don recommend portion ridicul pictur order servic good flavor steak good portion feel fri dollar tax drink gratuiti spend person trust find skirt steak manhattan wasn bad experi dollar qualiti portion,0,0.9403
Skirt Steak,4,,2024,,1,0.0
Skirt Steak,5,"Unfortunately they dont allow reservations, so we queued for 40 minutes. Internally it is very simple but graceful. Its exactly as you will have seen in the various reviews: you spend the right amount for a good salad, a tasty steak and unlimited chips. I also tried the cake, but found it far too sweet.",2024,dont reserv queu minut intern simpl grace review spend amount good salad tasti steak unlimit chip cake found sweet,1,0.8271
Skirt Steak,5,"We came to this steak house on the recommendation of other people, and it was worth it! The place is large and welcoming, there is often a queue of customers outside which, however, moves very quickly, also because there is always a waiter who comes out to check on those present and allows you to speed up the wait by having whoever wants to sit at the counter. bar (where among other things you feel great). The staff is very kind and the menu is fixed: entree with a plate of crunchy and tasty salad followed by a wonderful steak accompanied by very crunchy chips in all you can eat mode. Everything was delicious, and overall the price was more than fair for being in NYC. We will be back for sure!",2024,steak hous recommend peopl worth place larg welcom queue custom move quickli waiter check present speed wait sit counter bar thing feel great staff kind menu fix entre plate crunchi tasti salad wonder steak accompani crunchi chip eat mode delici price fair nyc back,1,0.9217
Skirt Steak,4,,2024,,1,0.0
Skirt Steak,5,Love love it   everything taste so good,2024,love love tast good,1,0.9062
Skirt Steak,5,Great service. Second time visiting. Very happy and accommodating to our birthday celebration.,2024,great servic time visit happi accommod birthday celebr,1,0.6249
Skirt Steak,4,"The salad was delicious and the fries too. The beef was really good too. Good food, but there are no other options other than the salad, steak and fries. Food",2024,salad delici fri beef good good food option salad steak fri food,1,0.7003
Skirt Steak,4,Expencive but good,2024,expenc good,1,0.4404
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,5,We were traveling in New York and stopped here for dinner twice. Fixed price menu but everything delicious and very friendly staff. Advised,2024,travel york stop dinner fix price menu delici friendli staff advis,1,-0.296
Skirt Steak,5,"What to say? Truly a brilliant place. It was what was needed in NY city. Once we arrived we queued for about 20 metres. The girl managing the queue asked us one at a time if we wanted to sit on the counter and skip the queue instead of waiting for the table to become free. Top, this is how you treat the customer. We preferred to wait for the table but still waited very little (about 15 minutes). Once inside I appreciated the style of the place and the order in the furnishings (it seems like a superior place). We were immediately brought a drink and a nice plate of salad while the host showed us the restaurants fixed dish, and yes! Because the local formula is: 1. A plate of salad served immediately 2. A cut of beef cooked to your needs. 3. All you can it chips. The meat was very soft, the salad non-trivial and the chips crunchy (but I add a little too salty). Optimal. The bill was fair for how we were treated and for what we ate (about 100 dollars for two), but considering that very famous places in NY charge you 30 dollars for a toast  we can say that it is a fair price. Well done.",2024,brilliant place need ny citi arriv queu metr girl manag queue ask time want sit counter skip queue wait tabl free top treat custom prefer wait tabl wait minut insid appreci style place order furnish superior place immedi brought drink nice plate salad host show restaur fix dish local formula plate salad serv immedi cut beef cook chip meat soft salad trivial chip crunchi add salti optim bill fair treat ate dollar famou place ny charg dollar toast fair price,1,0.9694
Skirt Steak,2,"Bad rip-off; Place purely created to cheat tourists; Fixed menu ($45 excluding drinks) which includes a plate of salad (...) and then a piece of meat (less than the size of a hand and fine but good) and as many classic chips as you want but still chips. Helpful staff. I repeat, at this price there really is better options in this city.",2024,bad rip place pure creat cheat tourist fix menu exclud drink includ plate salad piec meat size hand fine good classic chip chip help staff repeat price option citi,-1,0.4767
Skirt Steak,2,"Rip-off. They offer a $45 menu with salad, meat and chips (no limit chips). For the food proposal the price is exaggerated. The meat is good but not enough for a dinner.",2024,rip offer menu salad meat chip limit chip food propos price exagger meat good dinner,-1,0.4404
Skirt Steak,5,Super,2024,super,1,0.5994
Skirt Steak,5,"restaurant with a single plate of salad, meat and chips the quality of the meat was excellent with the green pepper sauce crispy chips just right (unlimited) good salad $90 well spent a bit of a queue (15 minutes to sit) all in all a positive experience",2024,restaur singl plate salad meat chip qualiti meat excel green pepper sauc crispi chip unlimit good salad spent bit queue minut sit posit experi,1,0.7096
Skirt Steak,2,"$45 gets you one salad, one mediocre 4oz skirt steak, and unlimited house fries. I don t think that s a deal worth $45 , or waiting an hour in line for. It s cool to say I ve gone though.",2024,salad mediocr oz skirt steak unlimit hous fri don deal worth wait hour line cool ve,-1,0.4939
Skirt Steak,5,One of the best steaks I ve had! Drinks and service were fantastic!,2024,steak ve drink servic fantast,1,0.0
Skirt Steak,5,Super even if the menu is unique and limited!,2024,super menu uniqu limit,1,0.5994
Skirt Steak,5,"Informal place, friendly and helpful staff. Fixed menu with salad, cut of meat and fries as much as you want for $45. Very good meat.",2024,inform place friendli help staff fix menu salad cut meat fri good meat,1,0.5423
Skirt Steak,5,Went here with friends the other night. Got the fries and steak. Wine was good. Definitely had my fill of the unlimited fries. Maybe more than I should have. Dessert was nice. Appetizers change often. From my understanding of the waiters word. Wouldve like more meat and seperate steak serving dishes since I was nearly confused with my own steak with my friends.,2024,friend night fri steak wine good fill unlimit fri dessert nice appet chang understand waiter word wouldv meat seper steak serv dish confus steak friend,1,0.9022
Skirt Steak,5,"little romantic evening The theme of this restaurant is a unique dish, a piece of beef with fries (type of steak restaurant in Bordeaux) after queuing for a table because there is no reservation, you are welcomed and seated by a hostess, then let yourself be guided to have an excellent evening. perfectly cooked meat and delicious fries as you wish Generous and very good dessert. impeccable service and the waiter makes an effort to speak French because many French people come to this establishment.. simple but pleasant setting. I recommend this place without problem..",2024,romant even theme restaur uniqu dish piec beef fri type steak restaur bordeaux queu tabl reserv welcom seat hostess guid excel even perfectli cook meat delici fri gener good dessert impecc servic waiter make effort speak french french peopl establish simpl pleasant set recommend place problem,1,0.8402
Skirt Steak,4,"Very good !!! We ate really well, unique but great meal, I highly recommend... if youre in New York stop by...",2024,good ate uniqu great meal highli recommend your york stop,1,0.8074
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,1,"I previously left a raving review (2 years ago). However, it is not worth $45. It was a great meal/deal at 28.. and even when it was increased to 32.. but this place simply isn t worth $45.",2024,previous left rave review year ago worth great meal deal increas place simpli isn worth,-1,0.7845
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,4,,2024,,1,0.0
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,5,"Very nice place, very good food, it is only a menu for 45 dollars with salad, cut of meat and unlimited fries.",2024,nice place good food menu dollar salad cut meat unlimit fri,1,0.5574
Skirt Steak,5,"We had such a great experience! The food and drinks were superb and the service just perfect. We werent rushed at any point and it was just such a pleasant evening! Well come back for sure! Just be aware that this place doesnt take reservations, so you might have to wait a little, but its worth it.",2024,great experi food drink superb servic perfect werent rush point pleasant even back awar place doesnt reserv wait worth,1,0.8602
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,5,Highly recommend,2024,highli recommend,1,0.3612
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,3,,2024,,0,0.0
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,5,Nice find.  Good steak,2024,nice find good steak,1,0.6908
Skirt Steak,4,"Good dinner but with a fixed menu where a salad, some cut meat and chips is served the price is exaggerated.",2024,good dinner fix menu salad cut meat chip serv price exagger,1,0.2023
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,3,"Good spot for all the reasons others have stated, however not a screaming must go any longer with the 60% price hike. It s now $45 for the pre fixe vs. $28.",2024,good spot reason state scream longer price hike pre fix,0,0.0516
Skirt Steak,4,,2024,,1,0.0
Skirt Steak,4,"Loved the salad, bread, and fries. The steak was very tender but a little too fatty for me.",2024,love salad bread fri steak tender fatti,1,0.6369
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,4,,2024,,1,0.0
Skirt Steak,5,"The best steakhouse in the area. Very informal, welcoming place, nice and friendly staff The restaurant offers a fixed menu, a vegetable dish, sliced meat and unlimited fries. Excellent value for money. They dont accept reservations but you arrive and after 15 you enter. Absolutely recommended",2024,steakhous area inform welcom place nice friendli staff restaur offer fix menu veget dish slice meat unlimit fri excel money dont accept reserv arriv enter absolut recommend,1,0.7283
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,4,,2024,,1,0.0
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,5,"A true paradise for meat lovers! This restaurant offers succulent dishes that delight the palate, the chips are delicious, every bite is an explosion of delicious and genuine flavours. The prices are more than fair considering the quality and generous portions. Recommended for those who want a high-level gastronomic experience without spending a fortune despite being in Ny",2024,true paradis meat lover restaur offer succul dish delight palat chip delici bite explos delici genuin flavour price fair qualiti gener portion recommend high level gastronom experi spend fortun ny,1,0.936
Skirt Steak,5,"Despite the 40 minute wait, absolutely recommended. Theres only this one dish, but theres absolutely nothing to complain about. Very highly recommended",2024,minut wait absolut recommend dish absolut complain highli recommend,1,0.3612
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,5,,2024,,1,0.0
Skirt Steak,5,Steak is simple and amazing.,2024,steak simpl amaz,1,0.0
Skirt Steak,3,"Love the idea, but was really disappointed by the small amount of steak that was served. If I had to guess Id say it was 6 ounces or less. The bottomless fries were really good so I took a second serving, especially since I was still hungry after that child-size serving of steak. Steak was good, but I expected more at that price-point. I thought the simplicity of having just 1 entree wouldve allowed them to execute with a bigger serving. It definitely allowed them to serve the steak quickly after order.",2023,love idea disappoint small amount steak serv guess id ounc bottomless fri good serv hungri child size serv steak steak good expect price point thought simplic entre wouldv allow execut bigger serv allow serv steak quickli order,0,0.8779
Skirt Steak,5,"The meat and side dishes are excellent, with the french fries served continuously, which are also very good. Parking: We are in New York, parking is always a puzzle... Wheelchair accessibility: Accessible for people with disabilities",2023,meat side dish excel french fri serv continu good park york park puzzl wheelchair access access peopl disabl,1,0.7096
Skirt Steak,1,"We arrived at 9:55 pm for dinner. Their website states that the restaurant closes at 10:30 pm (we ve also been several times before and know that to be true). Yet we were told by the hostess that the restaurant is closed and they refused to seat us. We understand that restaurants close earlier post COVID. However, it s really unreasonable when the restaurant contradicts its own site, as customers make plans based on the restaurant s publicly available information. Incredibly disappointing.",2023,arriv pm dinner websit state restaur close pm ve time true told hostess restaur close refus seat understand restaur close earlier post covid unreason restaur contradict site custom make plan base restaur publicli inform incred disappoint,-1,-0.296
Skirt Steak,5,Dietary restrictions: Gluten free Food,2023,dietari restrict gluten free food,1,0.1779
Skirt Steak,5,"Place was full but the food still came in under 10 minutes and service was good, food was amazing and waiters were kind.",2023,place full food minut servic good food amaz waiter kind,1,0.743
Skirt Steak,5,,2023,,1,0.0
Skirt Steak,4,"There is no coffee of any kind, the waiter tells us its so you can leave quickly!!!! Everything good about the place...was lost!!!",2023,coffe kind waiter tell leav quickli good place lost,1,0.6124
Skirt Steak,5,"All good, but fries could be crispier.",2023,good fri crispier,1,0.4404
Skirt Steak,5,"Delicious meat, in general the food. Good service",2023,delici meat gener food good servic,1,0.4404
Skirt Steak,5,Deliciously consistent!,2023,delici consist,1,0.0
Skirt Steak,5,"Well done, well done, well done! 5 star service, the guys are all prepared and super helpful. Excellent meat, it melted in your mouth, a taste I had never experienced before. Unlimited fried potatoes!!! Truly highly recommended, first time in New York, first place tried and approved in everything.",2023,star servic guy prepar super help excel meat melt mouth tast experienc unlimit fri potato highli recommend time york place approv,1,0.9022
Skirt Steak,5,Straightforward perfection,2023,straightforward perfect,1,0.5719
Skirt Steak,4,,2023,,1,0.0
Skirt Steak,5,,2023,,1,0.0
Skirt Steak,5,"The simple menu is a great concept. The skirt steak was perfectly prepared. The garlic mushrooms were a delicious addition as well as the bearnaise sauce. The French fries are unlimited, but we were too full to ask for more. The only downside is the communal seating. We were stuck beside a guy trying way too hard to impress a first date.",2023,simpl menu great concept skirt steak perfectli prepar garlic mushroom delici addit bearnais sauc french fri unlimit full downsid commun seat stuck guy hard impress date,1,0.6808
Skirt Steak,5,"Nice place, me and my husband came here for late lunch and the restaurant was able to seat us right away. We upgraded and got the wagyu steaks which was very soft and yummy. Had a lot of fries and overall enjoyed our time. Tables are a little close together but overall a nice place.",2023,nice place husband late lunch restaur seat upgrad wagyu steak soft yummi lot fri enjoy time tabl close nice place,1,0.8316
Skirt Steak,5,Went here for my bf 40th birthday as a spare of the moment type of dinner. He wanted steak and we werent too familiar with what NYC has to offer. Needless to say it was an amazing experience. The steak was cooked just right even just having 3 options on how to get it cooked. The fries are unlimited so that definitely helps to get you filling fuller. The place is huge and its so pretty and cozy inside. All in all we would return and recommend it. The service is quick and the staff is great.,2023,bf birthday spare moment type dinner want steak werent familiar nyc offer needless amaz experi steak cook option cook fri unlimit help fill fuller place huge pretti cozi insid return recommend servic quick staff great,1,0.8979
Skirt Steak,5,10/10 get the wagyu churasco so worth the upcharge,2023,wagyu churasco worth upcharg,1,0.2263
Skirt Steak,5,"Amazing restaurant. The food was extremely delicious and the service was very fast and efficient. The regular baguette and the Caesar salad are a great start to the meal. I kept asking for the bread because it was sooo delicious. The unlimited fries were soooo good, as well as the steak. I was fed well at this restaurant and you won t leave hungry! Everything had so much flavor and I enjoyed my meal so much. I even enjoyed it the next day because I put some food in a to-go box. Please eat at this restaurant! The server from Senegal who speaks French was extremely personable and kind! The rest of the staff was so nice and catered to anything my family and I wanted. This restaurant is a MUST when visiting NYC.",2023,amaz restaur food extrem delici servic fast effici regular baguett caesar salad great start meal bread sooo delici unlimit fri soooo good steak fed restaur won leav hungri flavor enjoy meal enjoy day put food box eat restaur server seneg speak french extrem person kind rest staff nice cater famili want restaur visit nyc,1,0.9738
